"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL"
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2009,9,145000.00,142538.00,145000.00,159851.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2009,10,145000.00,145170.00,145000.00,173800.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2009,11,145000.00,148417.00,145000.00,189553.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2009,12,145000.00,153201.00,145000.00,171752.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,1,155000.00,157233.00,155000.00,179692.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,2,155000.00,160839.00,155000.00,186298.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,3,155000.00,165396.00,155000.00,213410.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,4,155000.00,170182.00,155000.00,210439.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,5,155000.00,170314.00,155000.00,187140.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,6,155000.00,166263.00,155000.00,159454.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,7,155000.00,165355.00,155000.00,126376.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,8,155000.00,169680.00,155000.00,146705.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,9,155000.00,168832.00,155000.00,148004.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,10,155000.00,169438.00,155000.00,176252.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,11,155000.00,170695.00,155000.00,208109.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2010,12,155000.00,170217.00,155000.00,165152.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,1,168000.00,158000.00,168000.00,193371.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,2,168000.00,171746.00,168000.00,188717.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,3,168000.00,170410.00,168000.00,192527.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,4,168000.00,171553.00,168000.00,219564.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,5,168000.00,174330.00,168000.00,236322.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,6,168000.00,174268.00,168000.00,158611.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,7,168000.00,174111.00,168000.00,123972.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,8,168000.00,171492.00,168000.00,126665.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,9,168000.00,172217.00,168000.00,154500.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,10,168000.00,171655.00,168000.00,169616.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,11,168000.00,169934.00,168000.00,181963.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2011,12,168000.00,172700.00,168000.00,201628.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,1,168000.00,171314.00,168000.00,174687.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,2,168000.00,171558.00,168000.00,192054.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,3,168000.00,170206.00,168000.00,174507.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,4,168000.00,168209.00,168000.00,184739.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,5,168000.00,164772.00,168000.00,174824.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,6,168000.00,165547.00,168000.00,167642.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,7,168000.00,166229.00,168000.00,130235.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,8,168000.00,166493.00,168000.00,130217.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,9,168000.00,166392.00,168000.00,153417.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,10,168000.00,164538.00,168000.00,147905.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,11,168000.00,163515.00,168000.00,168366.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2012,12,168000.00,162138.00,168000.00,180610.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,1,166000.00,162993.00,166000.00,186830.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,2,166000.00,162812.00,166000.00,190135.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,3,166000.00,163739.00,166000.00,188232.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,4,166000.00,163412.00,166000.00,179699.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,5,166000.00,165445.00,166000.00,206211.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,6,166000.00,162579.00,166000.00,138003.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,7,166000.00,160140.00,166000.00,114457.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,8,166000.00,160059.00,166000.00,129081.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,9,166000.00,156415.00,166000.00,120645.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,10,166000.00,157729.00,166000.00,163587.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,11,166000.00,156430.00,166000.00,150892.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2013,12,166000.00,153382.00,166000.00,141700.00
67816,0,"NYC Transit","Mean Distance Between Failures - Subways","Average number of miles a subway car travels in service before a mechanical failure that makes the train arrive at its final destination later than 5 minutes","Service Indicators","M","U","-",0,2014,1,166000.00,147965.00,166000.00,122526.00
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,1,87.00,86.40,87.00,86.40
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,2,87.00,86.20,87.00,85.90
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,3,87.00,86.30,87.00,86.40
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,4,87.00,86.10,87.00,85.80
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,5,87.00,86.00,87.00,85.70
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,6,87.00,86.10,87.00,86.40
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,7,87.00,85.90,87.00,84.60
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,8,87.00,86.00,87.00,86.70
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,9,87.00,86.20,87.00,87.70
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,10,87.00,86.30,87.00,86.80
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,11,87.00,86.40,87.00,87.40
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2008,12,87.00,86.60,87.00,89.50
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,1,87.00,88.70,87.00,88.70
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,2,87.00,88.60,87.00,88.50
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,3,87.00,88.70,87.00,88.80
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,4,87.00,88.70,87.00,89.00
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,5,87.00,88.70,87.00,88.70
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,6,87.00,88.70,87.00,88.50
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,7,87.00,88.90,87.00,89.70
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,8,87.00,88.90,87.00,89.40
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,9,87.00,89.00,87.00,89.50
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,10,87.00,89.00,87.00,88.60
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,11,87.00,89.00,87.00,90.10
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2009,12,87.00,89.00,87.00,88.50
67824,0,"NYC Transit","Wait Assessment - Subways (Inactive, Historic Calculations)","The percent of actual intervals between trains that are no more than the scheduled interval plus 2 minutes during peak hours (6 AM - 9 AM) and plus 4 minutes during off-peak hours (9 AM - 4 PM and 7 PM - midnight).  Wait assessment is measured weekdays between 6:00 AM - midnight when service is relatively frequent.  The data is based on a sample methodology.","Service Indicators","M","U","%",1,2010,1,94.00,89.70,94.00,89.70
