"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL"
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,4,.80,.74,.94,.93
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,5,.84,.76,1.02,.81
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,6,.85,.82,.92,1.12
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,7,.88,.93,1.07,1.53
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,8,.90,.95,1.00,1.04
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,9,.91,.93,1.00,.85
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,10,.90,.97,.86,1.31
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,11,.90,.96,.81,.88
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2009,12,.90,.96,.92,.93
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,1,.54,.67,.54,.67
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,2,.66,.64,.78,.62
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,3,.71,.77,.81,.97
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,4,.74,.82,.84,.93
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,5,.80,.88,1.04,1.07
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,6,.81,.81,.87,.46
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,7,.87,.88,1.24,1.26
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,8,.90,.90,1.08,1.06
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,9,.90,.91,.94,1.01
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,10,.92,.93,1.05,1.13
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,11,.91,.91,.81,.66
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2010,12,.91,.90,.84,.73
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,1,.54,.78,.54,.78
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,2,.60,.73,.66,.59
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,3,.67,.83,.81,.99
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,4,.71,.79,.83,.67
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,5,.77,.78,1.01,.71
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,6,.77,.75,.77,.63
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,7,.83,.90,1.21,1.98
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,8,.84,.98,.92,1.43
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,9,.85,.95,.87,1.03
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,10,.87,.95,1.05,.86
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,11,.85,.91,.71,.51
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2011,12,.85,.88,.76,.54
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,1,.65,.85,.65,.85
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,2,.59,.69,.54,.51
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,3,.69,.80,.88,.99
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,4,.72,.85,.81,1.00
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,5,.73,.86,.79,.86
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,6,.72,.93,.69,1.26
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,7,.80,.92,1.29,.84
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,8,.84,.96,1.07,1.20
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,9,.84,.93,.89,.71
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,10,.86,.94,1.03,1.08
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,11,.84,.91,.62,.42
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2012,12,.84,.89,.67,.71
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,1,.84,.96,.84,.96
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,2,.84,.96,.84,.95
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,3,.84,.84,.84,.71
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,4,.84,.75,.84,.41
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,5,.84,.82,.84,1.10
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,6,.84,.98,.84,1.70
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,7,.84,.97,.84,.91
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,8,.84,.98,.84,.99
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,9,.84,1.00,.84,1.15
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,10,.84,.98,.84,.82
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,11,.84,.99,.84,.97
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2013,12,.84,.99,.84,1.02
74039,0,"Bridges and Tunnels","Collisions with Injury Rate","All customer collisions with injuries on B&T property.  The rate is collisions with injuries per million vehicles.","Safety Indicators","M","D","-",2,2014,1,.86,1.09,.86,1.09
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,1,0,.60,0,.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,2,0,1.30,0,2.00
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,3,0,1.30,0,1.30
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,4,0,2.10,0,4.30
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,5,0,2.30,0,3.20
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,6,0,2.20,0,1.90
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,7,0,2.40,0,3.70
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,8,0,2.20,0,.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,9,0,2.40,0,3.80
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,10,0,2.40,0,2.40
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,11,0,2.40,0,2.80
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2008,12,0,2.90,0,8.30
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,1,2.80,.60,2.80,.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,2,2.80,1.00,2.80,1.40
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,3,2.80,1.70,2.80,3.10
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,4,2.80,1.80,2.80,1.90
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,5,2.80,1.80,2.80,2.00
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,6,2.80,1.80,2.80,1.90
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,7,2.80,2.10,2.80,3.80
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,8,2.80,2.40,2.80,4.00
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,9,2.80,2.60,2.80,4.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,10,2.80,2.50,2.80,1.30
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,11,2.80,2.40,2.80,1.40
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2009,12,2.80,2.60,2.80,4.50
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,1,2.70,6.10,2.70,6.10
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,2,2.70,6.00,2.70,5.90
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,3,2.70,6.50,2.70,7.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,4,2.70,7.00,2.70,8.30
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,5,2.70,6.30,2.70,3.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,6,2.70,6.30,2.70,6.20
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,7,2.70,6.20,2.70,5.80
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,8,2.70,5.80,2.70,2.90
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,9,2.70,5.60,2.70,3.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,10,2.70,5.60,2.70,5.20
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,11,2.70,5.50,2.70,4.80
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2010,12,2.70,5.70,2.70,6.70
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,1,4.10,8.80,4.10,8.80
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,2,4.10,6.90,4.10,5.00
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,3,4.10,5.20,4.10,2.10
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,4,4.10,5.30,4.10,5.40
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,5,4.10,5.70,4.10,7.20
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,6,4.10,5.60,4.10,5.10
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,7,4.10,5.40,4.10,4.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,8,4.10,5.90,4.10,7.90
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,9,4.10,5.80,4.10,4.50
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,10,4.10,5.40,4.10,1.50
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,11,4.10,5.30,4.10,3.90
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,12,4.10,5.40,4.10,5.30
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,1,5.00,3.00,5.00,3.00
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,2,5.00,2.30,5.00,1.60
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,3,5.00,3.40,5.00,5.70
74040,0,"Bridges and Tunnels","Employee Lost Time Rate","An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift.  The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,4,5.00,3.70,5.00,4.50
