"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL"
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,8,2.25,2.88,2.25,2.80
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,9,2.25,2.92,2.25,3.19
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,10,2.25,2.93,2.25,2.99
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,11,2.25,2.89,2.25,2.51
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2011,12,2.25,2.90,2.25,3.09
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,1,2.38,1.48,2.38,1.48
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,2,2.38,1.26,2.38,1.02
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,3,2.38,1.62,2.38,2.28
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,4,2.38,1.74,2.38,2.11
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,5,2.38,2.09,2.38,3.41
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,6,2.38,2.33,2.38,3.50
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,7,2.38,2.48,2.38,3.37
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,8,2.38,2.52,2.38,2.85
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,9,2.38,2.61,2.38,3.32
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,10,2.38,2.60,2.38,2.56
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,11,2.38,2.57,2.38,2.23
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2012,12,2.38,2.61,2.38,3.06
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,1,2.47,2.52,2.47,2.52
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,2,2.47,2.45,2.47,2.37
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,3,2.47,2.74,2.47,3.26
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,4,2.47,2.92,2.47,3.41
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,5,2.47,2.81,2.47,2.34
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,6,2.47,3.12,2.47,4.86
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,7,2.47,3.26,2.47,4.04
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,8,2.47,3.23,2.47,2.99
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,9,2.47,3.17,2.47,2.72
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,10,2.47,3.15,2.47,3.04
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,11,2.47,3.15,2.47,3.10
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2013,12,2.47,3.16,2.47,3.24
20419,0,"Long Island Rail Road","Employee Lost Time and Restricted Duty Rate","Lags. An employee lost time injury or illness is one that prevents an employee from returning to work for at least one full shift. The rate is injuries and illnesses per 200,000 worker hours.","Safety Indicators","M","D","-",2,2014,1,2.60,3.36,2.60,3.36
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,1,3.91,5.09,3.91,5.09
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,2,3.91,5.55,3.91,6.05
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,3,3.91,5.47,3.91,5.32
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,4,3.91,5.87,3.91,7.02
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,5,3.91,5.73,3.91,5.20
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,6,3.91,5.97,3.91,7.08
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,7,3.91,5.98,3.91,6.05
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,8,3.91,6.15,3.91,7.28
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,9,3.91,6.21,3.91,6.70
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,10,3.91,6.16,3.91,5.68
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,11,3.91,6.29,3.91,7.77
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2008,12,3.91,6.30,3.91,6.37
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,1,5.43,7.38,5.43,7.38
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,2,5.43,6.76,5.43,6.08
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,3,5.43,5.88,5.43,4.28
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,4,5.43,5.86,5.43,5.82
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,5,5.43,5.69,5.43,5.00
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,6,5.43,5.75,5.43,6.02
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,7,5.43,5.96,5.43,7.14
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,8,5.43,5.93,5.43,5.73
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,9,5.43,6.04,5.43,6.92
20420,0,"Long Island Rail Road","Customer Injury Rate","Lags. Any injury to a customer as a result of an incident within/on railroad property.  Included are injuries that result from an assault or crime. The rate is injuries per million customers.  2012 - the methodology for determining an annual goal was changed.  The 2012 goal is based on a 5% reduction of the average prior three year actuals.","Safety Indicators","M","D","-",2,2009,10,5.43,5.96,5.43,5.29
